Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
Dell Inc.$PowerEdge 1950 III (Intel Xeon X5260, 3.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$24.7$25.8$Oct-2008$Intel Xeon E5420$2500$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge 1950 III (Intel Xeon X5270, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$25.4$26.6$Oct-2008$Intel Xeon E5430$2666$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge 2900 III (Intel Xeon X5460, 3.16 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$24.5$25.6$Sep-2008$Intel Xeon E5440$2833$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge 1950 III (Intel Xeon E5405, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.6$19.3$Sep-2008$Intel Xeon E5450$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge 2900 III (Intel Xeon X5470, 3.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$25.0$26.2$Oct-2008$Intel Xeon L5240$3000$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge 2950 III (Intel Xeon E5410, 2.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.3$21.2$Oct-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge 2950 III (Intel Xeon X5270, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$25.3$26.5$Oct-2008$Intel Xeon X5270$3500$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge 2950 III (Intel Xeon E5440, 2.83 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$22.8$23.8$Oct-2008$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge 2950 III (Intel Xeon E5450, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$23.6$24.7$Sep-2008$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge 2950 III (Intel Xeon L5240, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.3$24.3$Sep-2008$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8x2GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge R900 (Intel Xeon E7450, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$4$6$1$20.2$21.3$Sep-2008$Intel Xeon X5470$3333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8x2GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge 1950 III (Intel Xeon E5205, 1.86 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$16.0$16.7$Sep-2008$Intel Xeon E5205$1866$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB, DDR2-667 MHz, CL5, Reg, Dual Rank)
Dell Inc.$PowerEdge 1950 III (Intel Xeon L5240, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.3$24.3$Dec-2008$Intel Xeon E5405$2000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FBDIMM)
Dell Inc.$PowerEdge 1950 III (Intel Xeon E5410, 2.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.4$21.2$Dec-2008$Intel Xeon E5405$2000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FBDIMM)
Dell Inc.$PowerEdge 2950 III (Intel Xeon E5405, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.5$19.2$Nov-2008$Intel Xeon E5410$2333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FBDIMM)
Dell Inc.$PowerEdge 2950 III (Intel Xeon E5205, 1.86 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$16.0$16.7$Sep-2008$Intel Xeon E5420$2500$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz CL5 DDR2 Dual Rank)
Dell Inc.$PowerEdge 2900 III (Intel Xeon E5450, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$23.7$24.7$Nov-2008$Intel Xeon E5430$2666$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FBDIMM)
Dell Inc.$PowerEdge R200 (Intel Xeon X3360, 2.83 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$22.9$23.7$Nov-2008$Intel Xeon E5440$2833$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FBDIMM)
Dell Inc.$PowerEdge R300 (Intel Xeon X3323, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$19.5$20.3$Nov-2008$Intel Xeon E5450$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge R300 (Intel Xeon X5470, 3.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$23.9$24.9$Jul-2008$Intel Xeon E5450$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB, DDR2-667 MHz, CL5, Reg, Dual Rank)
Dell Inc.$PowerEdge T100 (Intel Xeon X3350, 2.66 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$22.4$23.2$Sep-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB 667 MHz CL5 DDR2 Dual Rank)
Dell Inc.$PowerEdge T300 (Intel Xeon E3113, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$21.5$22.4$Aug-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB, DDR2-667 MHz, CL5, Reg, Dual Rank)
Dell Inc.$PowerEdge T300 (Intel Xeon X3323, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$19.6$20.4$Sep-2008$Intel Xeon X5270$3500$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB 667 MHz CL5 DDR2 Dual Rank)
Dell Inc.$PowerEdge R805 (AMD Opteron 2384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.6$23.0$Oct-2008$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667)
Dell Inc.$PowerEdge 2900 III (Intel Xeon E5440, 2.83 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$22.8$23.9$Sep-2008$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB, DDR2-667 MHz, CL5, Reg, Dual Rank)
Dell Inc.$PowerEdge M805 (AMD Opteron 2382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.2$22.3$Jul-2008$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB, DDR2-667 MHz, CL5, Reg, Dual Rank)
Dell Inc.$PowerEdge M905 (AMD Opteron 8382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$17.7$21.9$Oct-2008$Intel Xeon X5470$3333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667)
Dell Inc.$PowerEdge R905 (AMD Opteron 8384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$18.6$22.6$Nov-2008$Intel Xeon E5205$1866$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (4 x 4 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge M905 (AMD Opteron 8384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$18.3$22.3$Oct-2008$Intel Xeon E5405$2000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge 2900 III (Intel Xeon E5430, 2.66 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$22.1$23.0$Oct-2008$Intel Xeon E5410$2333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge M605 (AMD Opteron 2384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.8$23.2$Oct-2008$Intel Xeon E5420$2500$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge M605 (AMD Opteron 2376, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.6$20.5$Oct-2008$Intel Xeon E5430$2666$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (4 x 4 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge M805 (AMD Opteron 2380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.5$21.4$Oct-2008$Intel Xeon E5440$2833$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge M805 (AMD Opteron 2384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.5$22.9$Oct-2008$Intel Xeon E5450$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (4 x 4 GB DDR2-667)
Dell Inc.$PowerEdge M905 (AMD Opteron 8380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$17.0$20.9$Oct-2008$Intel Xeon L5240$3000$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge M905 (AMD Opteron 8378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$17.0$20.7$Sep-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (4x4GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge SC1435 (AMD Opteron 2382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.3$22.5$Oct-2008$Intel Xeon X5270$3500$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-667 FB-DIMM)
Dell Inc.$PowerEdge SC1435 (AMD Opteron 2384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.8$23.1$Sep-2008$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge T605 (AMD Opteron 2380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.5$21.6$Sep-2008$Intel Xeon X5470$3333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (4x4GB 667 MHz ECC CL5 FB-DIMM)
Dell Inc.$PowerEdge T605 (AMD Opteron 2384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.8$23.1$Jan-2009$AMD Opteron 2372 HE$2100$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$PowerEdge R805 (AMD Opteron 2376, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.6$20.4$Jan-2009$AMD Opteron 2374 HE$2200$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$PowerEdge R805 (AMD Opteron 2378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.1$21.1$Jan-2009$AMD Opteron 2376$2300$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$PowerEdge R805 (AMD Opteron 2380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.6$21.6$Dec-2008$AMD Opteron 2378$2400$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$PowerEdge R805 (AMD Opteron 2382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.3$22.4$Dec-2008$AMD Opteron 2380$2500$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$PowerEdge R905 (AMD Opteron 8378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$16.6$20.4$Dec-2008$AMD Opteron 2382$2600$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$PowerEdge R905 (AMD Opteron 8380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$17.2$21.3$Dec-2008$AMD Opteron 2384$2700$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$PowerEdge R905 (AMD Opteron 8382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$18.0$21.9$May-2009$AMD Opteron 2393 SE$3100$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$32 GB (8 x 4 GB DDR2-800)
Dell Inc.$Dell Precision T3400 (Intel E8600, 3.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$23.2$23.6$Jan-2007$Intel Pentium D 925$3000$12 K micro-ops I + 16 KB D on chip per core$2 MB I+D on chip per core$None$2 GB (4x512 MB 667MHz ECC DDR2 SDRAM)
Dell Inc.$PowerEdge T605 (AMD Opteron 2382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.3$22.5$Jun-2017$Intel Xeon Bronze 3104$1700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$8.25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx8 PC4-2666V-R, running at 2133 MT/s)
Dell Inc.$PowerEdge 2900 III (Intel Xeon E5410, 2.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.4$21.2$Jul-2017$Intel Xeon Bronze 3106$1700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx8 PC4-2666V-R, running at 2133 MT/s)
Dell Inc.$PowerEdge M805 (AMD Opteron 2378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.9$20.8$Jun-2017$Intel Xeon Gold 5115$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R, running at 2400 MT/s)
Dell Inc.$PowerEdge SC1435 (AMD Opteron 2380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.6$21.6$Jun-2017$Intel Xeon Gold 5118$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2400T-R)
Dell Inc.$Dell Precision T7400 (Intel Xeon X5492, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$25.8$26.5$Jun-2017$Intel Xeon Gold 5118$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2400T-R)
Dell Inc.$Dell Precision T3400 (Intel QX9650, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$22.7$23.4$Jun-2017$Intel Xeon Gold 5120$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R, running at 2400 MT/s)
Dell Inc.$Dell Precision T7400 (Intel Xeon X5272, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$25.0$25.7$Jul-2017$Intel Xeon Gold 5122$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx8 PC4-2666V-R)
Dell Inc.$Dell Precision R5400 (Intel Xeon X5270, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.0$23.7$Jan-2098$Intel Xeon Gold 5122$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge 2900 III (Intel Xeon E5405, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.6$19.3$Jul-2017$Intel Xeon Gold 6126$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge 2970 (AMD Opteron 2384, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.8$23.2$Jun-2017$Intel Xeon Gold 6126F$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge M605 (AMD Opteron 2380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.6$21.6$Jun-2017$Intel Xeon Gold 6126F$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge M605 (AMD Opteron 2382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.4$22.6$Jun-2017$Intel Xeon Gold 6128$3400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge M805 (AMD Opteron 2376, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.4$20.3$May-2017$Intel Xeon Gold 6130$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge SC1435 (AMD Opteron 2376, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.5$20.3$Jun-2017$Intel Xeon Gold 6134$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge SC1435 (AMD Opteron 2378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.1$21.0$Jun-2017$Intel Xeon Gold 6138$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge T605 (AMD Opteron 2378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.0$21.0$Jul-2017$Intel Xeon Gold 6138F$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge 2900 III (Intel Xeon E5405, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.6$19.3$Jul-2017$Intel Xeon Gold 6144$3500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx8 PC4-2666V-R)
Dell Inc.$Dell Precision R5400 (Intel Xeon E5450, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$21.5$22.2$Jul-2017$Intel Xeon Gold 6146$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge 2970 (AMD Opteron 2380, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.6$21.7$Jun-2017$Intel Xeon Gold 6148F$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge 2970 (AMD Opteron 2382, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.4$22.6$Jun-2017$Intel Xeon Gold 6150$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge M605 (AMD Opteron 2378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.1$21.0$Jun-2017$Intel Xeon Gold 6150$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge T605 (AMD Opteron 2376, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.5$20.4$Jul-2017$Intel Xeon Platinum 8156$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge 2970 (AMD Opteron 2378, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.1$21.1$May-2017$Intel Xeon Platinum 8160$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2400T-R)
Dell Inc.$PowerEdge 2970 (AMD Opteron 2376, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.6$20.5$Jul-2017$Intel Xeon Platinum 8164$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
Dell Inc.$PowerEdge R300 (Intel Xeon X3353, 2.66 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$21.3$22.1$May-2017$Intel Xeon Platinum 8168$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$384 GB (12 x 32 GB 2Rx8 PC4-2666V-R)
