Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2603, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.5$27.7$Feb-2010$Intel Xeon X5677$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R-ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2670, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$48.5$52.1$Mar-2010$Intel Xeon X5680$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2637, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$2$44.2$46.8$Mar-2011$Intel Xeon X5687$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2660, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$44.8$48.0$Feb-2011$Intel Xeon X5690$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3100 M4 (Intel Xeon E3-1280 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$54.7$58.0$Jan-2014$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3250 M4 (Intel Xeon E3-1280 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$54.7$57.8$May-2012$Intel Xeon E5-2603$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2470)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.1$49.2$Jan-2014$Intel Xeon E5-2609 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2470)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.1$49.3$Apr-2012$Intel Xeon E5-2609$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2470, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$46.1$49.5$Dec-2013$Intel Xeon E5-2620 v2$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2470, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$45.8$49.1$Mar-2012$Intel Xeon E5-2620$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2603)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.6$27.7$Aug-2014$Intel Xeon E5-2628L v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2643)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$48.6$51.2$Oct-2013$Intel Xeon E5-2630 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2630)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$40.7$43.2$Apr-2012$Intel Xeon E5-2630$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2640)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$43.5$46.0$Aug-2014$Intel Xeon E5-2630L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2667)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$49.6$52.7$Apr-2012$Intel Xeon E5-2630L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2648L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$31.7$34.1$Jan-2014$Intel Xeon E5-2637 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2658, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$36.3$39.0$Apr-2012$Intel Xeon E5-2637$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$5 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2665, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$45.9$49.2$Dec-2013$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2667, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$49.7$53.0$Apr-2012$Intel Xeon E5-2640$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2637, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$2$44.3$46.8$Aug-2014$Intel Xeon E5-2643 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2440, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$41.9$44.6$May-2012$Intel Xeon E5-2643$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2440, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$42.0$44.7$Aug-2014$Intel Xeon E5-2648L v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2648L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$31.6$34.0$Nov-2012$Intel Xeon E5-2648L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM Flex System x240 (Intel Xeon E5-2643, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$48.4$51.2$Dec-2013$Intel Xeon E5-2650 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2450L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.5$37.1$Apr-2012$Intel Xeon E5-2650$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2450, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$43.4$46.4$Aug-2014$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2430L, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.6$38.9$Apr-2012$Intel Xeon E5-2650L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2450L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.6$37.1$Nov-2012$Intel Xeon E5-2658$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2450, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$43.4$46.5$Sep-2013$Intel Xeon E5-2660 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2430L, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.5$38.8$Mar-2012$Intel Xeon E5-2660$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2403, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.5$27.8$Apr-2012$Intel Xeon E5-2665$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2407, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$31.9$33.5$Sep-2013$Intel Xeon E5-2667 v2$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2420, 1.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$35.1$37.3$Apr-2012$Intel Xeon E5-2667$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2430, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$39.1$41.5$Mar-2012$Intel Xeon E5-2670$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2403, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.6$27.8$Feb-2014$Intel Xeon E5-2680 v2$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2407, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$31.9$33.5$Mar-2012$Intel Xeon E5-2680$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2420, 1.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$35.1$37.5$Jul-2014$Intel Xeon E5-2690 v2$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM Flex System x220 (Intel Xeon E5-2430, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$39.0$41.5$Mar-2012$Intel Xeon E5-2690$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2603)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.5$27.6$Jul-2014$Intel Xeon E5-2695 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2609)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.5$36.0$Sep-2014$Intel Xeon E5-2697 v2$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2620)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.7$38.8$Feb-2008$Intel Xeon E5405$2000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$12 GB (6 x 2 GB DDR2-5300P ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2630L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$36.7$38.7$Apr-2011$Intel Xeon E5503$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 800 MHz)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2637)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$2$43.9$46.3$Jun-2010$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3100 M4 (Intel Xeon E3-1240 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$52.6$55.5$Jun-2010$Intel Xeon E5507$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3100 M4 (Intel Xeon E3-1270 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$53.9$56.8$Apr-2011$Intel Xeon E5603$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3250 M4 (Intel Xeon E3-1240 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$52.6$55.4$Apr-2011$Intel Xeon E5606$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3250 M4 (Intel Xeon E3-1270 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$53.8$56.8$Apr-2011$Intel Xeon E5607$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3100 M4 (Intel Xeon E3-1230 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$51.4$54.2$Jun-2010$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3250 M4 (Intel Xeon E3-1230 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$51.4$54.3$Jun-2010$Intel Xeon E5630$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2418L, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$30.1$31.8$Jun-2010$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2428L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$29.6$31.4$Mar-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM BladeCenter HS23E (Intel Xeon E5-2448L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$31.8$34.1$Mar-2011$Intel Xeon E5649$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3750 M4 (Intel Xeon E5-4650, 2.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$2$49.9$53.9$Mar-2011$Intel Xeon L5609$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3100 M4 (Intel Xeon E3-1220 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$49.2$51.8$May-2010$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3250 M4 (Intel Xeon E3-1220 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$49.2$51.8$May-2010$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2430)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$38.9$41.1$May-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2440)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$41.5$44.0$Mar-2011$Intel Xeon X5660$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2450)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$43.3$46.2$May-2010$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2450L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.3$36.7$Feb-2011$Intel Xeon X5672$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2430)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$39.3$41.7$Mar-2011$Intel Xeon X5675$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2440)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$42.1$44.4$Apr-2011$Intel Xeon E5503$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 800 MHz)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2450)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$43.0$45.9$Sep-2010$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R, ECC, running at 800 MHz and CL6)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2450L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$34.8$37.2$Oct-2010$Intel Xeon E5507$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R, ECC, running at 800 MHz and CL6)
IBM Corporation$IBM System x3100 M4 (Intel Xeon E3-1265L v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$48.3$51.4$Apr-2011$Intel Xeon E5603$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3250 M4 (Intel Xeon E3-1265L v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$48.4$51.5$Apr-2011$Intel Xeon E5606$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3690 X5 (Intel Xeon E7-2870, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$37.0$39.6$Apr-2011$Intel Xeon E5607$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM BladeCenter HS23 (Intel Xeon E5-2643, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$48.4$51.2$Sep-2010$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R, ECC, running at 1066 MHz and CL7)
IBM Corporation$IBM System x3750 M4 (Intel Xeon E5-4603, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$2$30.2$31.8$Oct-2010$Intel Xeon E5630$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R, ECC, running at 1066 MHz and CL7)
IBM Corporation$IBM System x3750 M4 (Intel Xeon E5-4610, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$4$6$2$43.2$46.1$Oct-2010$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R, ECC, running at 1066 MHz and CL7)
IBM Corporation$IBM System x3750 M4 (Intel Xeon E5-4620, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$2$38.6$41.4$Mar-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
